Village_Name,Village,Union_Name
SHAILMARI,368,BEGUMPUR
DASTA ,150,BEGUMPUR
UZALPUR,408,BEGUMPUR
UZALPUR NILMARYPARA,416,BEGUMPUR
KOTALI ,492,BEGUMPUR
BATIKADANGA,028,TITUDAHA
GABARGARA,128,TITUDAHA
BITTIRDARI,028,TITUDAHA
GAHERPUR,128,TITUDAHA
GARAITUPI,128,TITUDAHA
GOSHTABIHAR,128,TITUDAHA
KALUPOL,208,TITUDAHA
JAMALPUR,188,TITUDAHA
KHARAGODA,208,TITUDAHA
KHEJURTALA,208,TITUDAHA
KHASHPARA,208,TITUDAHA
SARABARIA,368,TITUDAHA
SILINDIPARA,376,TITUDAHA
SUJAYETPUR,368,TITUDAHA
KALAGACHHI,208,TITUDAHA
TAGHARI,388,TITUDAHA
ALIARPUR,008,KUTUBPUR
JIBNA,188,KUTUBPUR
BHULTIA,028,KUTUBPUR
BOALIA,028,KUTUBPUR
JADABPUR,188,KUTUBPUR
JALIBILA,196,KUTUBPUR
NABINAGAR,268,KUTUBPUR
DASHAMI,068,KUTUBPUR
ASHANANDAPUR,008,KUTUBPUR
DATTAIL,068,KUTUBPUR
HASANHATI,148,KUTUBPUR
KUTUBPUR,208,KUTUBPUR
MAHAMMADJAMA,248,KUTUBPUR
SAHEBNAGAR,368,KUTUBPUR
SHAHPUR,368,KUTUBPUR
SHAMBHUNAGAR,368,KUTUBPUR
MARTUJAPUR,248,KUTUBPUR
SHIBPUR,368,KUTUBPUR
SINDURIA,376,KUTUBPUR
DINANATHPUR,068,SHANKARCHANDRA
DINANATHPUR CHOUDHURYPARA,076,SHANKARCHANDRA
DINANATHPUR POST OFFICEPARA,084,SHANKARCHANDRA
GAITHGHAT,128,SHANKARCHANDRA
GAITHGHAT DAKKHINPARA,136,SHANKARCHANDRA
GARABARIA,128,SHANKARCHANDRA
HANURBARADI,148,SHANKARCHANDRA
JAFARPUR,188,SHANKARCHANDRA
KUKIA CHANDPUR,208,SHANKARCHANDRA
SREEKOL,368,SHANKARCHANDRA
THAKURPUR,388,SHANKARCHANDRA
UKTA,408,SHANKARCHANDRA
MAKHALDANGA,446,SHANKARCHANDRA
BOALMARI,028,MOMINPUR
CHANDPUR,048,MOMINPUR
KHEJURTALA,208,MOMINPUR
SHAILGARI,368,MOMINPUR
TENGRAMARI,388,MOMINPUR
KABIKHALI,208,MOMINPUR
KATHULI,216,MOMINPUR
MACHHERDAIR,248,MOMINPUR
SARISHADANGA,368,MOMINPUR
AMIRPUR,008,MOMINPUR
MOMINPUR,248,MOMINPUR
NILMANIGANJ,268,MOMINPUR
BALIAKANDI,028,PADMABILA
NIMTALA,268,PADMABILA
BUROPARA,028,PADMABILA
CHANDIPUR,048,PADMABILA
DHUTURHAT,068,PADMABILA
GOPALNAGAR,128,PADMABILA
GOPINATHPUR,128,PADMABILA
HAIDARPUR,148,PADMABILA
HOGALDANGA,148,PADMABILA
KUSHODANGA,208,PADMABILA
PIROJKHALI,308,PADMABILA
KHEJURA,208,PADMABILA
NAFARKANDI,268,PADMABILA
BEGNAGAR,028,PADMABILA
SUBDIA,368,PADMABILA
BAHALGACHHI,028,SHANKARCHANDRA
JADABPUR,188,SHANKARCHANDRA
KIRANGACHHI,208,SHANKARCHANDRA
BASU BHANDARDAHA,028,SHANKARCHANDRA
BHANDARDAHA ROZIPURPARA,036,SHANKARCHANDRA
KALI BHANDARDAHA,208,SHANKARCHANDRA
NATUN BHANDARDAHA,268,SHANKARCHANDRA
CHHAYGHARIA,048,SHANKARCHANDRA
DINANATHPUR,040,SHANKARCHANDRA
FULBARI,108,SHANKARCHANDRA
JALSHUKA,188,SHANKARCHANDRA
JUGIRHUDA,188,SHANKARCHANDRA
JUGIRHUDA MILLPARA,196,SHANKARCHANDRA
MANIKDIHI,248,SHANKARCHANDRA
SHANKARCHANDRA,368,SHANKARCHANDRA
SHANKARCHANDRA ASIAPARA,376,SHANKARCHANDRA
SHANKARCHANDRA BASUTIPARA,384,SHANKARCHANDRA
SHANKARCHANDRA DHOARPARA,392,SHANKARCHANDRA
SHANKARCHANDRA SCHOOLPARA,400,SHANKARCHANDRA
SHANKARCHANDRA THAKURPARA,408,SHANKARCHANDRA
62 NO. ARIA,020,TITUDAHA
ARIARCHAK,008,TITUDAHA
63 NO. ARIA,090,TITUDAHA
BALDIA,028,TITUDAHA
BALDIA BAINEGARIPARA,036,TITUDAHA
BALDIA PURATANPARA,044,TITUDAHA
BARA SHALUA DAKKHINPARA,028,TITUDAHA
BARA SHALUA UTTARPARA,036,TITUDAHA
CHANDPUR,048,TITUDAHA
BALDIA KAZLAPARA,028,TITUDAHA
BALDIA MADRASAPARA,036,TITUDAHA
CHHOTA SALUA,048,TITUDAHA
GIRISHNAGAR,128,TITUDAHA
NURULLAPUR,268,TITUDAHA
HULIAMARI,148,TITUDAHA
TITUDAHA,388,TITUDAHA
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BADANPUR,028,DAMURHUDA
NAPITKHALI,268,DAMURHUDA
CHITLA,048,DAMURHUDA
DAMURHUDA,068,DAMURHUDA
KESHABPUR,208,DAMURHUDA
DASHAMI,068,DAMURHUDA
DEWLI,068,DAMURHUDA
PAR DAMURHUDA,308,DAMURHUDA
GOBINDAHUDA,128,DAMURHUDA
HATIBHANGA,148,DAMURHUDA
KOSHAGHATA,208,DAMURHUDA
MUKTARPUR,248,DAMURHUDA
PATACHORA,308,DAMURHUDA
PURAPARA,308,DAMURHUDA
UTTAR CHANDPUR,408,DAMURHUDA
FAKIRPARA,108,DAMURHUDA
UZIRPUR,408,DAMURHUDA
NATUN BASTAPUR,268,HAULI
PURATAN BASTAPUR,308,HAULI
BARA DUDHPATILA,028,HAULI
CHHOTA DUDHPATILA,048,HAULI
NATUN HAULI,268,HAULI
PURATAN HAULI,308,HAULI
DUGDUGI,068,HAULI
JOYRAMPUR,188,HAULI
TARINIPUR,388,HAULI
GOBINDAPUR,128,HAULI
KADIPUR,208,HAULI
LOKANATHPUR,228,HAULI
RUDRANAGAR,348,HAULI
RAGHUNATHPUR,348,HAULI
BISHNUPUR,028,JURANPUR
DALIARPUR,068,JURANPUR
GAYESHPUR,128,JURANPUR
GOPALPUR,128,JURANPUR
IBRAHIMPUR,168,JURANPUR
JURANPUR,188,JURANPUR
MAJARPOTA,248,JURANPUR
KALABARI,208,JURANPUR
MAJLISPUR,248,JURANPUR
LAKKHIPUR,228,JURANPUR
GOPINATHPUR,128,JURANPUR
RAMNAGAR,348,JURANPUR
BAGHADANGA,028,KARPASADANGA
KANCHANTALA,208,KARPASADANGA
BOYRA,028,KARPASADANGA
HARIRAMPUR,148,KARPASADANGA
HUDAPARA,148,KARPASADANGA
JAHAJPOTA,188,KARPASADANGA
BOYRA,028,KARPASADANGA
KANAIDANGA,208,KARPASADANGA
ARAMDANGA,008,KARPASADANGA
KARPASDANGA,208,KARPASADANGA
USMANPUR,408,KARPASADANGA
KOMARPUR,208,KARPASADANGA
KANCHANTALA,208,KARPASADANGA
SUBALPUR,368,KARPASADANGA
JAHAJPOTA,188,KARPASADANGA
KUTUBPUR,208,KARPASADANGA
MUNSIPUR,248,KARPASADANGA
PIRPUR KULLA,308,KARPASADANGA
MOMINNAGAR,248,KARPASADANGA
SHIBNAGAR,368,KARPASADANGA
BUICHITALA,028,KURULGACHHI
CHAKULIA,048,KURULGACHHI
CHANDIPUR,048,KURULGACHHI
DURGAPUR,068,KURULGACHHI
FULBARI,108,KURULGACHHI
PRATAPPUR,308,KURULGACHHI
AMDANGA,008,KURULGACHHI
DHANYAGHARA,068,KURULGACHHI
HARISHCHANDRAPUR,148,KURULGACHHI
KURULGACHHI,208,KURULGACHHI
SADABARI,368,KURULGACHHI
THAKURPUR,388,KURULGACHHI
BERBARI,028,NATIPOTA
BILDALKA MARAGANGNI,028,NATIPOTA
HEMAYETPUR,148,NATIPOTA
DAKKHIN HOGALDANGA,068,NATIPOTA
HOGALDANGA UTTAR,148,NATIPOTA
BHAGIRATHPUR,028,NATIPOTA
CHHUTIPUR,048,NATIPOTA
KARIMPUR,208,NATIPOTA
NATIPOTA,268,NATIPOTA
POTARPARA,308,NATIPOTA
KALIA BAKRI,208,NATIPOTA
RUDRAPUR,348,NATIPOTA
BOALMARI FAKIRPARA,028,NATUDAHA
DAKKHIN CHANDRABAS,068,NATUDAHA
CHANDRABAS,408,NATUDAHA
CHARULIA,048,NATUDAHA
CHARULIA PURBAPARA,056,NATUDAHA
CHHATIANTALA,064,NATUDAHA
KUNIA,208,NATUDAHA
DULALNAGAR,068,NATUDAHA
GOCHIARPARA,128,NATUDAHA
JAGANNATHPUR,188,NATUDAHA
KHALISHAGARI,208,NATUDAHA
NATUDAHA,268,NATUDAHA
BARA BALDIA,028,PAR KRISHNAPUR MADNA
BARADI,028,PAR KRISHNAPUR MADNA
BIJOYCHANDRAPUR,028,PAR KRISHNAPUR MADNA
CHHAYGHARIA,048,PAR KRISHNAPUR MADNA
JHANJHANDANGA,188,PAR KRISHNAPUR MADNA
CHHOTA BALDIA,048,PAR KRISHNAPUR MADNA
CHHOTA KAMARPARA,048,PAR KRISHNAPUR MADNA
HAIBATPUR,148,PAR KRISHNAPUR MADNA
KAMARPARA,208,PAR KRISHNAPUR MADNA
NASTIPUR,268,PAR KRISHNAPUR MADNA
MADNA,248,PAR KRISHNAPUR MADNA
PAR KRISHNAPUR,308,PAR KRISHNAPUR MADNA
SARABARIA,368,PAR KRISHNAPUR MADNA
SULTANPUR,368,PAR KRISHNAPUR MADNA
ZIRAT,508,PAR KRISHNAPUR MADNA
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ANANTAPUR,008,ANDULBARIA
ANDULBARIA,008,ANDULBARIA
POKAMARI,308,ANDULBARIA
BAJDIA,028,ANDULBARIA
BIDYADHARPUR,028,ANDULBARIA
DUMURIA,068,ANDULBARIA
GHUGRAGACHHI,128,ANDULBARIA
HARDA,148,ANDULBARIA
KARCHADANGA,208,ANDULBARIA
KUBRIGARI,216,ANDULBARIA
KULTALA,208,ANDULBARIA
NIDHIKUNDA,268,ANDULBARIA
NISHCHINTAPUR,268,ANDULBARIA
PANKA,308,ANDULBARIA
SHAHAPUR,368,ANDULBARIA
BANKA,028,BANKA
BANKA MATHPARA,044,BANKA
GHOSHNAGAR,128,BANKA
MINAJPUR,248,BANKA
MINAJPUR MATHPARA,256,BANKA
MOKTARPUR,248,BANKA
PATHILA,308,BANKA
PRATAPPUR,308,BANKA
RAGHUNANDANPUR,348,BANKA
SOUNDAH,368,BANKA
SUTIA,368,BANKA
TENTULIA,388,BANKA
BAIDYANATHPUR,028,HASADAHA
BANKUNDIA,028,HASADAHA
GHUSHIPARA,128,HASADAHA
JAFRABAJPARA,188,HASADAHA
KARIMPUR,208,HASADAHA
MACHHPARABAZAR,248,HASADAHA
TARANIBAS,388,HASADAHA
KANDARPAPUR,208,HASADAHA
KATAPOL,208,HASADAHA
MADHABPUR,248,HASADAHA
MOMINPUR,502,HASADAHA
PANARASATI,308,HASADAHA
PURANDARPUR,308,HASADAHA
SREERAMPUR,368,HASADAHA
DEHATI DOSIMANAPARA,068,KDK
DEHATI KAZLAPARA,076,KDK
DEHATI NIKARIPARA,084,KDK
DEHATI PALPARA 1.2,092,KDK
DEHATI PURATAN MASZIDPARA,100,KDK
DEHATI PURATANPARA,108,KDK
DEHATI SHAPARA,116,KDK
DEHATI SHAPARA-2,124,KDK
KASHIPUR DAKKHINPARA,208,KDK
KASHIPUR MATHPARA,216,KDK
KASHIPUR PASHCHIMPARA,224,KDK
KASHIPUR PURBAPARA,232,KDK
KHAYERHUDA PURBAPARA,208,KDK
KHYERHUDA DAFADARPARA,216,KDK
KHYERHUDA DAKKHINPARA,224,KDK
KHYERHUDA GAZIPARA,232,KDK
KHYERHUDA MAJHPARA,240,KDK
KHYERHUDA MANDALPARA,248,KDK
KHYERHUDA MATHPARA,256,KDK
KHYERHUDA MOLLAHPARA,264,KDK
KHYERHUDA MUNSIPARA,272,KDK
KHYERHUDA REFUJEEPARA,280,KDK
KHYERHUDA SHASTHITALAPARA,288,KDK
MANOHARPUR ,264,MANOHARPUR
MANOHARPUR DAKKHINPARA,272,MANOHARPUR
MANOHARPUR FULTALA MASZIDPARA,280,MANOHARPUR
MADHABKHALI CHHATENGAPARA,288,MANOHARPUR
MANOHARPUR GOVT.SCHOOLPARA,289,MANOHARPUR
MADHABKHALI,296,MANOHARPUR
MANOHARPUR UTTARPARA,297,MANOHARPUR
PIYARATALA ,348,MANOHARPUR
PIYARATALA PURBAPARA,356,MANOHARPUR
DHOPAKHALI ,068,MANOHARPUR
DHOPAKHALI MATHPARA,076,MANOHARPUR
DHOPAKHALI PASHCHIMPARA,084,MANOHARPUR
DHOPKHALI BYAPARIPARA,092,MANOHARPUR
DHOPKHALI DAKKHINPARA,100,MANOHARPUR
KALA,208,MANOHARPUR
MANILPUR,483,MANOHARPUR
RAJAPUR,668,MANOHARPUR
BARANDI,028,RAYPUR
BARANDI MATHPARA,036,RAYPUR
KRISHNAPUR,208,RAYPUR
DHALAMARI,068,RAYPUR
MARUFDAHA,248,RAYPUR
BALIHUDA,028,RAYPUR
NATUN CHAKLA,268,RAYPUR
PURATAN CHAKLA,308,RAYPUR
RAYPUR,348,RAYPUR
BENIPUR,028,SIMANTA
DHANYAKHOLA,068,SIMANTA
GANGADASPUR,128,SIMANTA
HABIBPUR,148,SIMANTA
HARIHARNAGAR,148,SIMANTA
HARIPUR,148,SIMANTA
JADABPUR,188,SIMANTA
KASBA,208,SIMANTA
KAYA,208,SIMANTA
MEDINIPUR,248,SIMANTA
NABA DURGAPUR,268,SIMANTA
SHANKHARIA,368,SIMANTA
GAYESHPUR,128,SIMANTA
GOALPARA,136,SIMANTA
NATUNPARA,268,SIMANTA
SADARPARA,368,SIMANTA
MRIGAMARI,248,UTHALI
RATIRAMPUR,348,UTHALI
SANTOSHPUR BIAWASHPARA,368,UTHALI
SANTOSHPUR BREEZPARA,376,UTHALI
SANTOSHPUR GAZIPARA,384,UTHALI
SANTOSHPUR HALSANAPARA,392,UTHALI
SANTOSHPUR JOLAPARA,400,UTHALI
SANTOSHPUR ,408,UTHALI
SANTOSHPUR NATUNPARA,416,UTHALI
SENERHUDA BASATIPARA,368,UTHALI
SENERHUDA MADRASAPARA,376,UTHALI
SENERHUDA ,384,UTHALI
SINGHNAGAR,368,UTHALI
EKTARPUR,088,UTHALI
SHIALMARI BANGALPARA,368,UTHALI
SHIALMARI KUTIPARA,376,UTHALI
SHIALMARI ,384,UTHALI
UTHALI ,408,UTHALI
UTHALI BAZARPARA,416,UTHALI
UTHALI BISWASHPARA,424,UTHALI
UTHALI GATEPARA,432,UTHALI
UTHALI MAJHERPARA,440,UTHALI
UTHALI MOLLABARI,448,UTHALI
UTHALI PASHCHIMPARA,456,UTHALI
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BAGHUTIA,028,BAGHUTIA
BANIPUR,028,BAGHUTIA
BHABANIPUR,028,BAGHUTIA
ABHAYNAGAR,008,BAGHUTIA
BAGURATALA,028,BAGHUTIA
BHATPARA,036,BAGHUTIA
SHIBNAGAR,368,BAGHUTIA
ADILPUR,008,BAGHUTIA
BIBHAGDI,028,BAGHUTIA
BUNA RAMNAGAR,028,BAGHUTIA
JOY KHOLA,188,BAGHUTIA
MADHYAPUR,248,BAGHUTIA
MARICHA,248,BAGHUTIA
BHUGILGHAT,028,BAGHUTIA
PAIKPARA,308,BAGHUTIA
POTPARA,316,BAGHUTIA
PANCHURIA,308,BAGHUTIA
SINGARI,368,BAGHUTIA
BAGDAH,028,CHALISHIA
BETBHITA,028,CHALISHIA
BHULPATA,028,CHALISHIA
ANDHA,008,CHALISHIA
CHALISHIA,048,CHALISHIA
DUMURTALA,068,CHALISHIA
BAKARDANGA,028,CHALISHIA
EKTARPUR,088,CHALISHIA
GRAMTALI,188,CHALISHIA
BALARABAD,028,CHALISHIA
KOTA,208,CHALISHIA
SABHARPARA,368,CHALISHIA
ARPARA,008,PAYRA
BARANDI,028,PAYRA
BHABANIPUR,028,PAYRA
CHOMARDANGA,048,PAYRA
DAMUKHALI,068,PAYRA
DATTAGANTI,068,PAYRA
DIGHALIA,068,PAYRA
KALISAKUL,208,PAYRA
PAYRA,308,PAYRA
GHORADAIR,128,PAYRA
KADIRPARA,208,PAYRA
SAMASPUR,368,PAYRA
ARAZI BAHIRGHAT,008,PREMBAG
BAHIRGHAT,028,PREMBAG
BALIADANGA,028,PREMBAG
BANAGRAM,028,PREMBAG
CHANPATALA,048,PREMBAG
CHENGUTIA,048,PREMBAG
DHALIRGANTI,068,PREMBAG
MAGURA,248,PREMBAG
PALPARA,308,PREMBAG
PANKERGANTI,308,PREMBAG
GUCHCHHAGRAM,128,PREMBAG
PREMBAG,308,PREMBAG
PURATAL,308,PREMBAG
ZIADANGA,508,PREMBAG
BASHUARI,028,SHUBHARARA
LEBUGANTI,228,SHUBHARARA
GOPINATHPUR,128,SHUBHARARA
HIDA,148,SHUBHARARA
SHYAMNAGAR,368,SHUBHARARA
ICHHAMATI,168,SHUBHARARA
RANAGANTI,348,SHUBHARARA
SUBHARARA,368,SHUBHARARA
SUKPARA,376,SHUBHARARA
DHULGRAM,068,SIDDHIPASHA
CHANDRAPUR,048,SIDDHIPASHA
RAMNAGAR,348,SIDDHIPASHA
SHANTIPUR,368,SIDDHIPASHA
CHANDANGANTI,048,SIDDHIPASHA
DAKKHIN ARPARA,068,SIDDHIPASHA
NAULI,268,SIDDHIPASHA
UTTAR ARPARA,408,SIDDHIPASHA
DIGHALIARABAD,068,SIDDHIPASHA
JAYARABAD,188,SIDDHIPASHA
NALAMARA,268,SIDDHIPASHA
SIDDHIPASHA,368,SIDDHIPASHA
BANAGRAM,028,SRIDHARPUR
KAMKUL,208,SRIDHARPUR
BARAL,028,SRIDHARPUR
BARNI,036,SRIDHARPUR
KACHUA,208,SRIDHARPUR
MALADHARA,248,SRIDHARPUR
SARADANGA,368,SRIDHARPUR
DEYAPARA,068,SRIDHARPUR
DIGHIRPAR,068,SRIDHARPUR
HARISHPUR,148,SRIDHARPUR
KODLA,208,SRIDHARPUR
MATHURAPUR,248,SRIDHARPUR
PATHALIA,308,SRIDHARPUR
PURAKHALI,308,SRIDHARPUR
SHANKARPASHA,368,SRIDHARPUR
SRIDHARPUR,368,SRIDHARPUR
ARPARA,008,SUNDALI
BHATBILA,028,SUNDALI
DAHAR MASIHATI,068,SUNDALI
DHOPADI,068,SUNDALI
DHOPAPARA,220,SUNDALI
FULERGANTI,108,SUNDALI
GOBINDAPUR,128,SUNDALI
HARISHPUR,148,SUNDALI
LAKKHIPUR,228,SUNDALI
MASIHATI,248,SUNDALI
RAJAPUR,348,SUNDALI
RAMSARA,348,SUNDALI
SARADANGA,368,SUNDALI
SUNDALI,368,SUNDALI
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BANDABILA,028,BANDABILA
BARA KHUDRA,028,BANDABILA
BHAGABANPUR,028,BANDABILA
CHANDIPUR,048,BANDABILA
CHANPATALA,048,BANDABILA
DADPUR,068,BANDABILA
DAKKHIN CHANDPUR,068,BANDABILA
DHANYAPURA,068,BANDABILA
DHARMAGANTI,068,BANDABILA
PARBATIPUR,308,BANDABILA
GHOP DURGAPUR,128,BANDABILA
GAIDGHAT,128,BANDABILA
KATURAKANDI,208,BANDABILA
KESHABPUR,208,BANDABILA
MATHURAPUR,248,BANDABILA
PANTAPARA,308,BANDABILA
MIRZAPUR,248,BANDABILA
NIMTA,268,BANDABILA
BHABANIPUR,028,BANDABILA
PATHAN PAIKPARA,308,BANDABILA
PREMCHARA,308,BANDABILA
RAGHABPUR,348,BANDABILA
RAMKRISHNAPUR,348,BANDABILA
SADIPUR,368,BANDABILA
SEKENDARPUR,368,BANDABILA
KHAJURA BAZAR,208,BANDABILA
TELI DHANYAPORA,388,BANDABILA
NARAYANPUR,520,BANDABILA
ALADIPUR,008,BASUARI
ARAZI BASUARI,008,BASUARI
AYAPUR,008,BASUARI
BAGDANGA,028,BASUARI
BASUARI,028,BASUARI
CHARABHITA BAZAR,048,BASUARI
PAKER ALI,308,BASUARI
RAGHUNATHPUR,348,BASUARI
SRIRAMPUR,368,BASUARI
GHOSHNAGAR,128,BASUARI
JAMALPUR,188,BASUARI
KHALILPUR,208,BASUARI
KISMAT BASUARI,208,BASUARI
MAHAMUDPUR,248,BASUARI
KISMAT MAHAMUDPUR,208,BASUARI
RADHANAGAR,348,BASUARI
RAMCHANDRAPUR,348,BASUARI
RAMNAGAR,348,BASUARI
DEBINAGAR,068,BASUARI
ROSTAMPUR,348,BASUARI
SAITKHALI,368,BASUARI
SHIKRADANGA,368,BASUARI
WADIPUR,448,BASUARI
ALLAIPUR,008,DARAJHAT
BAGHARPARA,028,DARAJHAT
BIL JALESHWAR,028,DARAJHAT
BUDHPUR,028,DARAJHAT
DADPUR,068,DARAJHAT
BALARAMPUR,028,DARAJHAT
LAKKHIPUR,228,DARAJHAT
CHHATIANTALA,048,DARAJHAT
DARAJHAT,068,DARAJHAT
GAR,128,DARAJHAT
HABULLA,148,DARAJHAT
MAHIRAN,256,DARAJHAT
KARAITALA,216,DARAJHAT
PAIKPARA,308,DARAJHAT
PARKUL,308,DARAJHAT
PUKURIA,308,DARAJHAT
KALIKAPUR,208,DARAJHAT
LAKKHINARAYANPUR,228,DARAJHAT
RAMKRISHNAPUR,348,DARAJHAT
SHUKDEBPUR,368,DARAJHAT
SYED MAHAMUDPUR,368,DARAJHAT
AGRA,008,DHALGRAM
ANDULBARIA,008,DHALGRAM
ANDARKOTA,008,DHALGRAM
ANTAIKHOLA,016,DHALGRAM
ARAZI DHALGRAM,008,DHALGRAM
BALLAMUKH,028,DHALGRAM
BARABHAG,028,DHALGRAM
MANIKDAHA,248,DHALGRAM
BHULBARIA,028,DHALGRAM
DARI JAFARPUR,068,DHALGRAM
ANANDANAGAR,008,DHALGRAM
DASHPAKHIA,068,DHALGRAM
KABIRBHITA,208,DHALGRAM
DHALGRAM,068,DHALGRAM
NATUNGRAM,268,DHALGRAM
SREEPUR,368,DHALGRAM
SULTANNAGAR,376,DHALGRAM
ARAZI BALLAMUKH,008,DOHAKULA
ARAZI JAMDIA,008,DOHAKULA
BAHARAMPUR,028,DOHAKULA
BASUARI,036,DOHAKULA
BOALIA,044,DOHAKULA
CHHOTA BAHRAMPUR,048,DOHAKULA
CHECHUAKHOLA,048,DOHAKULA
CHHAIBARIA,048,DOHAKULA
DHEPKHALI,068,DOHAKULA
THAKURKATI,388,DOHAKULA
DOHAKULA,076,DOHAKULA
GALGALIA,128,DOHAKULA
INDRA,168,DOHAKULA
KHALSHI,208,DOHAKULA
BALIADANGA,028,DOHAKULA
BAULIA,036,DOHAKULA
MAMUDALIPUR,248,DOHAKULA
MIRPUR,256,DOHAKULA
NOAPARA,268,DOHAKULA
SHUKDEBNAGAR,368,DOHAKULA
TALBARIA,396,DOHAKULA
BALIAGAR,028,JAHURPUR
BATIDANGA,028,JAHURPUR
BETALPARA,028,JAHURPUR
CHHOTA KHUDRA,048,JAHURPUR
LAKKHIPUR,228,JAHURPUR
DAKKHIN SHALUA,068,JAHURPUR
GARIBPUR,128,JAHURPUR
HALDA,148,JAHURPUR
ATOKI,008,JAHURPUR
HINGARPARA,148,JAHURPUR
HULIHATTA,148,JAHURPUR
JADABPUR,188,JAHURPUR
JAHURPUR,188,JAHURPUR
KHALIA,208,JAHURPUR
MAJHIALI,248,JAHURPUR
NARASINGHAPUR,268,JAHURPUR
PADMABILA,308,JAHURPUR
PUKURIA,308,JAHURPUR
RAJAPUR,348,JAHURPUR
TAILKUP,388,JAHURPUR
UTTAR CHANDPUR,408,JAHURPUR
UTTAR SHALUA,408,JAHURPUR
AMURIA,008,JAMDIA
BAKRI,028,JAMDIA
BARABHAG,028,JAMDIA
BHANGURA,028,JAMDIA
BHITABALLA,028,JAMDIA
DOGACHHI,068,JAMDIA
GHORANACH,128,JAMDIA
ADAMPUR,008,JAMDIA
DADPUR,068,JAMDIA
JAMDIA,188,JAMDIA
JOKA,188,JAMDIA
BARRA,028,JAMDIA
JOYRAMPUR,188,JAMDIA
NITYANANDAPUR,268,JAMDIA
CHAKERDANGA,048,JAMDIA
KARIMPUR,208,JAMDIA
KISMAT BAKRI,208,JAMDIA
KAMALAPUR,208,JAMDIA
RAGHURAMPUR,348,JAMDIA
TEGHARI,388,JAMDIA
ANANTARAMPUR,008,NARIKELBARIA
ARAZI PUNIHAR,008,NARIKELBARIA
DAULATPUR,068,NARIKELBARIA
DAYARAMPUR,068,NARIKELBARIA
DHUPKHALI,068,NARIKELBARIA
JOYPUR,188,NARIKELBARIA
KAKDUBI,208,NARIKELBARIA
KHANPUR,208,NARIKELBARIA
SADULYAPUR,368,NARIKELBARIA
KHETRAPALA,208,NARIKELBARIA
BALIADANGA,028,NARIKELBARIA
BIRAMPUR,036,NARIKELBARIA
MALANCHI,248,NARIKELBARIA
NARIKELBARIA,268,NARIKELBARIA
PANCHBARIA,308,NARIKELBARIA
AHSANNAGAR,008,NARIKELBARIA
PASHCHIMA,308,NARIKELBARIA
PUNIHAR,308,NARIKELBARIA
UTTAR BALARAMPUR,408,NARIKELBARIA
UTTAR SRIRAMPUR,408,NARIKELBARIA
AJMEHERPUR,008,RAYPUR
AZAMPUR,008,RAYPUR
BANAGRAM,028,RAYPUR
KHUDRA BANAGRAM,208,RAYPUR
DARGAHPUR,068,RAYPUR
BHADRADANGA,028,RAYPUR
BHATURIA,028,RAYPUR
DIARA,068,RAYPUR
KAYALKHALI,208,RAYPUR
JOYNAGAR,188,RAYPUR
KRISHNANAGAR,208,RAYPUR
LAKKHIPUR,228,RAYPUR
NALDANGA,268,RAYPUR
OMARPUR,288,RAYPUR
PAKURIA,308,RAYPUR
RAMKANTAPUR,348,RAYPUR
KALIKAPUR,208,RAYPUR
RAMKRISHNAPUR,348,RAYPUR
RAYPUR,348,RAYPUR
SADULLAPUR,368,RAYPUR
SHALBARAT,368,RAYPUR
SHEIKHER BATHAN,368,RAYPUR
ARAZI SILUMPUR,008,RAYPUR
SILUMPUR,368,RAYPUR
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BER GOBINDAPUR,028,CHAUGACHHA
CHANDPUR,056,CHAUGACHHA
DIGHALSINGHA,068,CHAUGACHHA
DAKKHIN KAYARPARA,068,CHAUGACHHA
UTTAR KAYARPARA,408,CHAUGACHHA
LASKARPUR,228,CHAUGACHHA
MANMATHAPUR,248,CHAUGACHHA
MASHWAMPUR,248,CHAUGACHHA
AZMATPUR,008,DHULIANI
BHADRA,028,DHULIANI
